Experiment ID,Model,Features,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC,Status
EXP-20260807-041951,Linear SVM,10000,0.9966592427616926,0.9944211994421199,0.9985994397759104,0.9965059399021663,0.9999519824965761,0.9999469951252816,Production
